WKT,nama,deskripsi
"POLYGON ((106.8525208 -6.2368694, 106.8523009 -6.2376319, 106.8521989 -6.2381492, 106.8520917 -6.2385758, 106.8518664 -6.2392797, 106.8517269 -6.2398663, 106.85192 -6.2402503, 106.8521346 -6.2407515, 106.852435 -6.2414235, 106.8527139 -6.2420527, 106.8531645 -6.2420527, 106.8539156 -6.2419994, 106.8536152 -6.2416368, 106.8531324 -6.2409968, 106.8529607 -6.2402609, 106.85295 -6.2393011, 106.8531002 -6.2390664, 106.8532504 -6.2385438, 106.8534435 -6.2378719, 106.8535293 -6.237488, 106.8536152 -6.2367094, 106.853583 -6.2358668, 106.8534113 -6.2355575, 106.8531109 -6.2357602, 106.8526925 -6.2363041, 106.8525208 -6.2368694))",Tebet Echo Park,
