WKT,nama,deskripsi
"POLYGON ((106.8079011 -6.3167213, 106.779002 -6.3158508, 106.7735089 -6.3445141, 106.7707623 -6.3567979, 106.7632092 -6.3567979, 106.7453564 -6.36021, 106.7144574 -6.3608924, 106.7295636 -6.3854589, 106.7391766 -6.4032006, 106.7405499 -6.415483, 106.7371167 -6.4304944, 106.7446698 -6.4427761, 106.7872418 -6.4509637, 106.8181408 -6.4639272, 106.8401135 -6.4625627, 106.8710125 -6.4584689, 106.8868054 -6.4482345, 106.8929852 -6.429812, 106.8964184 -6.3991064, 106.9163311 -6.3991064, 106.920451 -6.3861413, 106.8985383 -6.3706342, 106.8854921 -6.3679045, 106.8738191 -6.3563034, 106.8579663 -6.3527033, 106.8504732 -6.3365128, 106.8388002 -6.3440197, 106.8373669 -6.3513385, 106.8175142 -6.355621, 106.802348 -6.3636221, 106.7934816 -6.3631276, 106.7927349 -6.3465614, 106.8079011 -6.3167213))",Kota Depok,
