WKT,nama,deskripsi
"POLYGON ((106.8831788 -6.2986002, 106.883608 -6.3000079, 106.8843804 -6.3024393, 106.886097 -6.3043161, 106.8892299 -6.3052972, 106.8924056 -6.3061077, 106.8958388 -6.3069608, 106.8991433 -6.308795, 106.9015037 -6.3107145, 106.9040357 -6.3112263, 106.9055806 -6.3070888, 106.9062673 -6.3067049, 106.9069539 -6.3051266, 106.9060098 -6.3044868, 106.9059668 -6.3022687, 106.9058381 -6.2995813, 106.902362 -6.2991974, 106.8981563 -6.2991974, 106.8929635 -6.2989841, 106.8879853 -6.2988135, 106.8831788 -6.2986002))",Taman Mini Indonesia Indah,
