WKT,nama,deskripsi
"POLYGON ((110.0157165 -7.8956969, 110.1159667 -7.9405835, 110.183258 -7.9718651, 110.2436828 -7.9990646, 110.3370666 -8.0276221, 110.3576659 -8.0548179, 110.4359435 -8.1010465, 110.5361938 -8.1363942, 110.6350707 -8.1635826, 110.7476806 -8.1989248, 110.8300781 -8.205721, 110.8300781 -8.1717388, 110.8190917 -8.141832, 110.8067321 -8.1595045, 110.7888793 -8.1540669, 110.787506 -8.1078444, 110.7751464 -8.0616165, 110.754547 -8.0208229, 110.76828 -7.9841051, 110.76828 -7.9365031, 110.7737731 -7.8984175, 110.7833862 -7.8644095, 110.7888793 -7.8290382, 110.7723998 -7.8072698, 110.7641601 -7.8276778, 110.7394408 -7.8113515, 110.7202148 -7.793664, 110.7051086 -7.8045487, 110.6776427 -7.8045487, 110.6721496 -7.7800577, 110.65979 -7.7991064, 110.6405639 -7.800467, 110.6076049 -7.8031881, 110.5773925 -7.8099909, 110.5883788 -7.793664, 110.570526 -7.7841396, 110.5416869 -7.7963852, 110.5114745 -7.7786971, 110.4908752 -7.7596475, 110.4881286 -7.7256282, 110.4771423 -7.6752746, 110.4661559 -7.6194705, 110.4606628 -7.5827175, 110.4400634 -7.5432385, 110.3988647 -7.58544, 110.3494262 -7.6208317, 110.3068542 -7.6562204, 110.2738952 -7.7038544, 110.2642822 -7.6888843, 110.2656554 -7.6603035, 110.2519225 -7.6439708, 110.2299499 -7.6521372, 110.1901244 -7.6466929, 110.1516723 -7.6466929, 110.11734 -7.6657476, 110.1324462 -7.6875234, 110.1324462 -7.7161023, 110.1255798 -7.7501224, 110.107727 -7.7773364, 110.0953674 -7.793664, 110.0610351 -7.8154331, 110.0582885 -7.8453638, 110.0404357 -7.8752924, 110.0157165 -7.8956969))",DI Yogyakarta,
